YUG.cif
339	O239	0.74998	0.57405	0.49999	O
340	SI101	0.82944	0.63316	0.32307	SI
341	SI102	0.82256	0.55780	0.48929	SI
342	O240	0.62501	0.87500	0.24999	O
343	O241	0.58004	0.83424	0.38815	O
344	O242	0.61290	0.92675	0.40511	O
345	O243	0.57288	0.75000	0.47375	O
346	SI103	0.57944	0.88316	0.32307	SI
347	SI104	0.57256	0.80780	0.48929	SI
348	O244	0.83004	0.91576	0.38815	O
349	O245	0.86290	0.82325	0.40511	O
350	O246	0.75001	0.85324	0.24999	O
351	O247	0.82288	1.00000	0.47375	O
352	O248	0.74998	0.92595	0.49999	O
353	SI105	0.82944	0.86684	0.32307	SI
354	SI106	0.82256	0.94220	0.48929	SI
355	O249	0.58004	0.66576	0.38815	O
356	O250	0.61290	0.57325	0.40511	O
357	SI107	0.57944	0.61684	0.32307	SI
358	SI108	0.57256	0.69220	0.48929	SI
359	O251	0.66994	0.91576	0.11184	O
360	O252	0.63708	0.82325	0.09488	O
361	O253	0.67709	1.00000	0.02624	O
362	O254	0.75000	0.92595	0.00000	O
363	SI109	0.67053	0.86684	0.17691	SI
364	SI110	0.67746	0.94220	0.01070	SI
365	O255	0.91994	0.66576	0.11184	O
366	O256	0.88708	0.57325	0.09488	O
367	O257	1.00001	0.60324	0.24999	O
368	O258	1.00000	0.67595	0.00000	O
369	SI111	0.92053	0.61684	0.17691	SI
370	SI112	0.92746	0.69220	0.01070	SI
371	O259	0.62499	0.62500	0.74998	O
372	O260	0.66996	0.58424	0.61183	O
373	O261	0.63711	0.67675	0.59487	O
374	O262	0.74999	0.64676	0.74998	O
375	SI113	0.67056	0.63316	0.67690	SI
376	SI114	0.67744	0.55780	0.51069	SI
377	O263	0.87499	0.87500	0.74998	O
378	O264	0.91996	0.83424	0.61183	O
379	O265	0.88711	0.92675	0.59487	O
380	O266	0.99999	0.89676	0.74998	O
381	O267	0.92712	0.75000	0.52623	O
382	O268	0.99998	0.82405	0.49999	O
383	SI115	0.92056	0.88316	0.67690	SI
384	SI116	0.92744	0.80780	0.51069	SI
385	O269	0.87499	0.62500	0.74998	O
386	O270	0.83006	0.58424	0.88814	O
387	O271	0.86292	0.67675	0.90510	O
388	O272	0.75000	0.57405	0.99998	O
389	SI117	0.82944	0.63316	0.82314	SI
390	SI118	0.82254	0.55780	0.98928	SI
391	O273	0.62499	0.87500	0.74998	O
392	O274	0.58006	0.83424	0.88814	O
393	O275	0.61292	0.92675	0.90510	O
394	O276	0.57291	0.75000	0.97374	O
395	O277	0.50000	0.82405	0.99998	O
396	SI119	0.57944	0.88316	0.82314	SI
397	SI120	0.57254	0.80780	0.98928	SI
398	O278	0.83006	0.91576	0.88814	O
399	O279	0.86292	0.82325	0.90510	O
400	O280	0.74999	0.85324	0.74998	O
401	O281	0.82291	1.00000	0.97374	O
402	O282	0.75000	0.92595	0.99998	O
403	SI121	0.82944	0.86684	0.82314	SI
404	SI122	0.82254	0.94220	0.98928	SI
405	O283	0.58006	0.66576	0.88814	O
406	O284	0.61292	0.57325	0.90510	O
407	O285	0.50000	0.67595	0.99998	O
408	SI123	0.57944	0.61684	0.82314	SI
409	SI124	0.57254	0.69220	0.98928	SI
410	O286	0.66996	0.91576	0.61183	O
411	O287	0.63711	0.82325	0.59487	O
412	O288	0.67712	1.00000	0.52623	O
413	SI125	0.67056	0.86684	0.67690	SI
414	SI126	0.67744	0.94220	0.51069	SI
415	O289	0.91996	0.66576	0.61183	O
416	O290	0.88711	0.57325	0.59487	O
417	O291	0.99999	0.60324	0.74998	O
418	O292	0.99998	0.67595	0.49999	O
419	SI127	0.92056	0.61684	0.67690	SI
420	SI128	0.92744	0.69220	0.51069	SI
1	7	O1	SI1
1	43	O1	SI11
2	8	O2	SI2
2	7	O2	SI1
3	7	O3	SI1
4	22	O4	SI5
4	7	O4	SI1
5	8	O5	SI2
6	8	O6	SI2
7	1	SI1	O1
7	3	SI1	O3
7	2	SI1	O2
7	4	SI1	O4
8	2	SI2	O2
8	5	SI2	O5
8	6	SI2	O6
9	15	O7	SI3
9	37	O7	SI9
10	16	O8	SI4
10	15	O8	SI3
11	15	O9	SI3
12	244	O10	SI71
12	15	O10	SI3
13	56	O11	SI16
13	16	O11	SI4
14	16	O12	SI4
15	9	SI3	O7
15	11	SI3	O9
15	10	SI3	O8
15	12	SI3	O10
16	10	SI4	O8
16	13	SI4	O11
16	14	SI4	O12
17	55	O13	SI15
17	22	O13	SI5
18	22	O14	SI5
18	23	O14	SI6
19	110	O15	SI32
19	22	O15	SI5
20	23	O16	SI6
21	23	O17	SI6
21	63	O17	SI18
22	4	SI5	O4
22	18	SI5	O14
22	17	SI5	O13
22	19	SI5	O15
23	21	SI6	O17
23	18	SI6	O14
23	20	SI6	O16
23	106	SI6	O76
24	49	O18	SI13
24	30	O18	SI7
25	30	O19	SI7
25	31	O19	SI8
26	104	O20	SI30
26	30	O20	SI7
27	30	O21	SI7
28	31	O22	SI8
28	44	O22	SI12
29	31	O23	SI8
30	25	SI7	O19
30	27	SI7	O21
30	24	SI7	O18
30	26	SI7	O20
31	29	SI8	O23
31	25	SI8	O19
31	28	SI8	O22
31	101	SI8	O73
32	37	O24	SI9
32	38	O24	SI10
33	71	O25	SI20
33	37	O25	SI9
34	37	O26	SI9
34	49	O26	SI13
35	38	O27	SI10
35	131	O27	SI38
36	38	O28	SI10
36	104	O28	SI30
37	32	SI9	O24
37	34	SI9	O26
37	33	SI9	O25
37	9	SI9	O7
38	36	SI10	O28
38	32	SI10	O24
38	35	SI10	O27
38	66	SI10	O48
39	43	O29	SI11
39	44	O29	SI12
40	63	O30	SI18
40	43	O30	SI11
41	43	O31	SI11
42	44	O32	SI12
43	39	SI11	O29
43	41	SI11	O31
43	1	SI11	O1
43	40	SI11	O30
44	42	SI12	O32
44	39	SI12	O29
44	28	SI12	O22
44	59	SI12	O43
45	50	O33	SI14
45	49	O33	SI13
46	49	O34	SI13
47	50	O35	SI14
47	117	O35	SI34
48	50	O36	SI14
49	24	SI13	O18
49	46	SI13	O34
49	34	SI13	O26
49	45	SI13	O33
50	45	SI14	O33
50	47	SI14	O35
50	48	SI14	O36
51	56	O37	SI16
51	55	O37	SI15
52	55	O38	SI15
53	255	O39	SI75
53	55	O39	SI15
54	56	O40	SI16
55	17	SI15	O13
55	52	SI15	O38
55	51	SI15	O37
55	53	SI15	O39
56	13	SI16	O11
56	51	SI16	O37
56	54	SI16	O40
57	62	O41	SI17
57	98	O41	SI27
