ABW.cif
19.746	10.508	17.54	90.0	90.0	90.0
168	169	O124	SI45
168	213	O124	SI59
169	167	SI45	O123
169	165	SI45	O121
169	155	SI45	O114
169	168	SI45	O124
170	59	SI46	O44
170	175	SI46	O127
170	130	SI46	O95
170	151	SI46	O111
171	207	O125	SI57
171	172	O125	SI47
172	161	SI47	O118
172	163	SI47	O119
172	171	SI47	O125
172	167	SI47	O123
173	174	O126	SI48
174	124	SI48	O91
174	158	SI48	O116
174	173	SI48	O126
174	176	SI48	O128
175	170	O127	SI46
176	174	O128	SI48
177	185	O129	SI51
177	179	O129	SI49
178	179	O130	SI49
178	197	O130	SI54
179	142	SI49	O104
179	178	SI49	O130
179	177	SI49	O129
179	189	SI49	O137
180	183	O131	SI50
181	228	O132	SI64
181	183	O132	SI50
182	183	O133	SI50
182	195	O133	SI53
183	181	SI50	O132
183	182	SI50	O133
183	180	SI50	O131
183	190	SI50	O138
184	202	O134	SI56
184	185	O134	SI51
185	177	SI51	O129
185	138	SI51	O102
185	184	SI51	O134
185	191	SI51	O139
186	188	O135	SI52
186	224	O135	SI62
187	199	O136	SI55
187	188	O136	SI52
188	66	SI52	O49
188	186	SI52	O135
188	187	SI52	O136
188	192	SI52	O140
189	179	O137	SI49
189	199	O137	SI55
190	183	O138	SI50
191	185	O139	SI51
191	195	O139	SI53
192	188	O140	SI52
193	195	O141	SI53
193	199	O141	SI55
194	195	O142	SI53
195	193	SI53	O141
195	191	SI53	O139
195	182	SI53	O133
195	194	SI53	O142
196	197	O143	SI54
197	88	SI54	O65
197	203	SI54	O147
197	196	SI54	O143
197	178	SI54	O130
198	199	O144	SI55
199	187	SI55	O136
199	189	SI55	O137
199	198	SI55	O144
199	193	SI55	O141
200	202	O145	SI56
201	202	O146	SI56
202	184	SI56	O134
202	201	SI56	O146
202	200	SI56	O145
202	204	SI56	O148
203	197	O147	SI54
204	202	O148	SI56
205	213	O149	SI59
205	207	O149	SI57
206	207	O150	SI57
206	224	O150	SI62
207	171	SI57	O125
207	206	SI57	O150
207	205	SI57	O149
207	217	SI57	O157
208	211	O151	SI58
209	211	O152	SI58
210	211	O153	SI58
210	223	O153	SI61
211	209	SI58	O152
211	210	SI58	O153
211	208	SI58	O151
211	218	SI58	O158
212	228	O154	SI64
212	213	O154	SI59
213	205	SI59	O149
213	212	SI59	O154
213	219	SI59	O159
213	168	SI59	O124
214	216	O155	SI60
215	226	O156	SI63
215	216	O156	SI60
216	96	SI60	O71
216	214	SI60	O155
216	215	SI60	O156
216	220	SI60	O160
217	207	O157	SI57
217	226	O157	SI63
218	211	O158	SI58
219	213	O159	SI59
219	223	O159	SI61
220	216	O160	SI60
221	223	O161	SI61
221	226	O161	SI63
222	223	O162	SI61
223	221	SI61	O161
223	219	SI61	O159
223	222	SI61	O162
223	210	SI61	O153
224	117	SI62	O86
224	136	SI62	O100
224	186	SI62	O135
224	206	SI62	O150
225	226	O163	SI63
226	215	SI63	O156
226	217	SI63	O157
226	225	SI63	O163
226	221	SI63	O161
227	228	O164	SI64
228	134	SI64	O98
228	181	SI64	O132
228	212	SI64	O154
228	227	SI64	O164
